0.379272	0.398975	0.414326	0.440634	0.501777	0.517818	0.523874	0.527239	0.563574	0.572657	0.584557	0.589006	0.589649	0.615122	0.624774	0.625782	0.628039	0.632511	0.635578	0.640486	0.64082	0.662485	0.678268	0.679378	0.683721	0.684391	0.690413	0.694366	0.698834	0.700729	0.701007	0.70738	0.713012	0.715253	0.718549	0.720194	0.720239	0.725149	0.726903	0.736285	0.737045	0.737472	0.739089	0.739739	0.741074	0.741706	0.745992	0.747538	0.749264	0.75387	
0.225192	0.256254	0.397562	0.41596	0.43565	0.453381	0.454371	0.460419	0.486605	0.490647	0.501714	0.505655	0.511002	0.537231	0.54396	0.561545	0.577025	0.57892	0.587164	0.595342	0.60413	0.611714	0.626285	0.626379	0.627619	0.63333	0.633353	0.636167	0.636807	0.640406	0.641538	0.654708	0.661991	0.663553	0.670503	0.676663	0.676902	0.678984	0.682212	0.683334	0.689379	0.692374	0.694273	0.697002	0.701028	0.705068	0.713902	0.715652	0.715927	0.719302	
0.496072	0.518777	0.548585	0.571923	0.60445	0.609757	0.615203	0.636511	0.660934	0.661598	0.675653	0.679929	0.688595	0.705095	0.738576	0.744409	0.758167	0.766325	0.766659	0.768992	0.774551	0.786178	0.801893	0.811946	0.819519	0.822102	0.824311	0.824926	0.844918	0.85053	0.853094	0.854593	0.854834	0.859243	0.860072	0.860675	0.864528	0.86718	0.868258	0.871399	0.871935	0.880551	0.881024	0.882066	0.887154	0.888546	0.890594	0.890986	0.891145	0.894172	
0.044454	0.047754	0.0668359	0.0756326	0.100838	0.128839	0.129764	0.134452	0.185564	0.207256	0.220431	0.256646	0.265592	0.274349	0.274794	0.285782	0.289362	0.30425	0.308502	0.316661	0.328346	0.330573	0.338313	0.338654	0.346014	0.358958	0.360776	0.363086	0.364669	0.36675	0.368334	0.370661	0.376343	0.378414	0.381598	0.385364	0.388706	0.392293	0.397	0.399784	0.40442	0.40572	0.416486	0.422116	0.422177	0.423829	0.428437	0.434462	0.435541	0.444828	
0.580591	0.690719	0.7084	0.73624	0.758199	0.789178	0.789897	0.79786	0.800672	0.813128	0.815864	0.82518	0.842447	0.842589	0.848441	0.896959	0.897131	0.904631	0.921765	0.923895	0.927315	0.940764	0.944044	0.950311	0.956863	0.960986	0.972435	0.978326	0.979239	0.995533	0.995875	0.999859	1.0022	1.00498	1.01477	1.01614	1.01637	1.01761	1.02004	1.02138	1.02193	1.0223	1.0228	1.02571	1.026	1.02983	1.03071	1.03303	1.03545	1.03709	
0.0952481	0.312373	0.546362	0.645737	0.714936	0.755612	0.775025	0.775646	0.814533	0.831657	0.832758	0.913341	0.938987	0.98086	0.999732	1.0186	1.03352	1.03749	1.04223	1.06562	1.07453	1.08937	1.08978	1.09685	1.10255	1.10813	1.10977	1.11351	1.11797	1.13321	1.13646	1.14282	1.14539	1.14783	1.1605	1.16596	1.1701	1.1715	1.18059	1.18471	1.19295	1.20083	1.20196	1.20244	1.20327	1.21715	1.21859	1.21874	1.22815	1.23371	
0.156718	0.553415	0.656024	0.689003	0.808908	0.827654	0.835327	0.849073	0.854117	0.861896	0.884076	0.887409	0.921002	0.928198	0.936453	0.960239	0.960853	0.980478	0.99667	1.01768	1.02038	1.02677	1.03893	1.04134	1.04173	1.0453	1.04617	1.04848	1.05023	1.06023	1.06785	1.07978	1.08181	1.11908	1.14844	1.1655	1.16922	1.17547	1.17668	1.18205	1.18372	1.1846	1.18519	1.18624	1.19888	1.19902	1.20426	1.20693	1.20716	1.20744	
0.513697	0.542765	0.649891	0.660351	0.713387	0.724146	0.732855	0.772294	0.779938	0.795907	0.815514	0.823241	0.825191	0.830743	0.841001	0.860349	0.867476	0.878246	0.88285	0.906349	0.923733	0.924241	0.928601	0.931696	0.937582	0.939257	0.956945	0.957298	0.9778	0.98063	0.992381	0.995142	0.996384	0.999835	1.01228	1.0226	1.02624	1.02679	1.03456	1.03461	1.03767	1.03788	1.04067	1.04086	1.04466	1.05927	1.07182	1.07271	1.07876	1.07896	
1.14987	1.25439	1.27414	1.33947	1.35484	1.36491	1.37132	1.37974	1.40593	1.40797	1.42111	1.46927	1.48229	1.49282	1.49853	1.50433	1.52656	1.54245	1.55975	1.56282	1.563	1.57259	1.57461	1.57552	1.57716	1.58657	1.59307	1.60162	1.60341	1.61385	1.61458	1.61709	1.62635	1.63094	1.63518	1.63832	1.64024	1.64117	1.64668	1.64765	1.64857	1.65321	1.65747	1.66361	1.66513	1.66849	1.6693	1.67071	1.67267	1.67459	
0.801914	0.806074	0.811447	0.935963	0.94013	0.946871	0.955185	0.957897	0.969637	0.978871	0.987765	0.989961	0.997509	1.07327	1.07865	1.0812	1.09033	1.11116	1.12083	1.13242	1.13591	1.13987	1.15015	1.15273	1.15362	1.15765	1.15994	1.16534	1.17319	1.18544	1.18631	1.19051	1.19627	1.199	1.20538	1.20705	1.20879	1.2138	1.21868	1.22577	1.22708	1.22762	1.22789	1.23488	1.23641	1.2365	1.23661	1.23672	1.24776	1.25174	
0.0905822	0.168321	0.202929	0.209126	0.249362	0.296227	0.365615	0.373913	0.382171	0.442547	0.478684	0.483649	0.505292	0.514364	0.520745	0.527806	0.528511	0.534108	0.539849	0.558994	0.564959	0.583023	0.585781	0.58696	0.593415	0.602436	0.604025	0.607676	0.608196	0.619346	0.62009	0.623024	0.628057	0.628458	0.630675	0.635537	0.649314	0.655618	0.675731	0.680444	0.686721	0.69007	0.690425	0.697785	0.699619	0.706429	0.706782	0.710025	0.714598	0.721244	
0.336198	0.340676	0.353706	0.357619	0.390033	0.396181	0.431626	0.461596	0.47195	0.483943	0.488031	0.492846	0.494672	0.498784	0.500627	0.504227	0.512825	0.513762	0.520962	0.526988	0.528151	0.533862	0.544675	0.545582	0.549481	0.552027	0.564284	0.564965	0.574817	0.576283	0.576529	0.581366	0.586956	0.589808	0.594466	0.599093	0.608649	0.611493	0.615488	0.625279	0.632843	0.635154	0.636188	0.639469	0.643208	0.644501	0.645768	0.646682	0.650483	0.65464	
0.811011	1.00988	1.02141	1.03871	1.03927	1.06065	1.19701	1.21611	1.29464	1.30529	1.30633	1.31209	1.32914	1.34255	1.36027	1.37097	1.37314	1.37907	1.38985	1.39264	1.39274	1.39867	1.41407	1.41634	1.41683	1.41706	1.4199	1.42362	1.42864	1.42866	1.43051	1.43066	1.43163	1.43869	1.43916	1.44092	1.44319	1.44577	1.44892	1.45049	1.45221	1.45812	1.45993	1.46681	1.4673	1.46962	1.47397	1.47503	1.47716	1.47921	
0.0626057	0.171143	0.21588	0.219797	0.253031	0.279528	0.302826	0.313032	0.321623	0.332205	0.338186	0.371127	0.390789	0.417487	0.428021	0.431666	0.466161	0.473082	0.483397	0.488844	0.493074	0.494361	0.497647	0.503882	0.510885	0.512909	0.513957	0.515838	0.523423	0.525731	0.531659	0.53499	0.536583	0.539012	0.543842	0.545959	0.552169	0.552892	0.553165	0.561913	0.567359	0.56806	0.570818	0.572621	0.579658	0.581493	0.583457	0.591469	0.596501	0.600102	
0.0875087	0.124328	0.133867	0.15875	0.180443	0.198279	0.212281	0.236325	0.29191	0.298203	0.305136	0.362038	0.369241	0.414486	0.438156	0.442621	0.453043	0.456805	0.461404	0.480269	0.490298	0.490497	0.501826	0.524195	0.532785	0.534451	0.550815	0.554422	0.556525	0.568685	0.576676	0.577986	0.579494	0.582398	0.583354	0.584482	0.586249	0.591559	0.597683	0.605763	0.611254	0.612654	0.616125	0.621299	0.623371	0.626257	0.629615	0.634523	0.640233	0.645663	
0.0120045	0.0811698	0.0839643	0.160637	0.211311	0.250392	0.254258	0.256161	0.271098	0.357592	0.371411	0.374792	0.3757	0.439454	0.440988	0.447468	0.448293	0.449952	0.486346	0.486607	0.493106	0.508146	0.512097	0.523234	0.525971	0.531289	0.532626	0.539622	0.543302	0.543386	0.546871	0.550037	0.550781	0.554123	0.554307	0.560101	0.56663	0.566711	0.568338	0.569682	0.577062	0.577426	0.580578	0.58492	0.601071	0.602449	0.603287	0.610192	0.611875	0.615084	
0.0673947	0.167605	0.187455	0.190541	0.214699	0.223876	0.251929	0.263389	0.265984	0.276891	0.285122	0.286865	0.308113	0.311438	0.318403	0.320703	0.344454	0.354084	0.354928	0.36128	0.372445	0.379579	0.399419	0.400459	0.402711	0.404073	0.410327	0.411723	0.412088	0.415293	0.41906	0.426363	0.428901	0.438074	0.439959	0.441982	0.443584	0.445504	0.447788	0.447916	0.452553	0.456864	0.459812	0.45996	0.461374	0.461812	0.466948	0.47101	0.472221	0.476346	
0.706803	0.825474	0.911476	0.941674	0.960168	0.960838	0.966536	0.967957	0.975921	0.976602	0.993395	1.02334	1.03162	1.03388	1.04267	1.08225	1.09179	1.09958	1.10954	1.11163	1.12181	1.13191	1.13681	1.13768	1.13963	1.15022	1.1538	1.15912	1.1602	1.16902	1.1719	1.17581	1.1771	1.18122	1.18309	1.18331	1.19382	1.19709	1.19996	1.20654	1.20684	1.21068	1.21214	1.21599	1.22009	1.22428	1.225	1.2285	1.22863	1.24013	
0.607184	0.728442	0.907915	0.959933	0.961635	0.995213	1.02392	1.03633	1.07594	1.08284	1.13003	1.17555	1.18846	1.19439	1.20523	1.20804	1.20808	1.23367	1.25195	1.26446	1.27161	1.27277	1.2817	1.28975	1.29505	1.29713	1.29756	1.31594	1.31884	1.31931	1.32669	1.34196	1.34552	1.35362	1.35712	1.35778	1.37271	1.37286	1.37989	1.38076	1.38182	1.38285	1.38289	1.38571	1.38583	1.38772	1.3889	1.39061	1.39354	1.39434	
